Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
103908,1974,1089,76,24,9999,0,1345,0,3880,5218,4,3,1478,490,1555,0,0,67,72,46,0,3,7,0,0,1435,1584,13226,1295,0,38,11,29,28,28,35,31,38,5,98,0,0,12132,1178,0,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
104907,1974,1089,76,24,9999,0,1350,0,3880,5238,4,3,1478,490,1555,0,0,67,72,47,0,0,5,0,0,1435,1584,13203,1296,0,36,31,14,30,30,36,27,36,14,98,0,0,12132,1178,0,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
105907,1974,1089,76,24,9999,0,1312,0,3880,5090,4,3,1478,490,1555,0,0,68,72,46,0,2,6,0,0,1435,1584,13591,1308,0,42,33,30,35,25,31,42,36,10,99,0,0,12132,1178,0,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
106909,1974,1089,76,24,9999,0,1313,0,3880,5094,4,3,1478,490,1555,0,0,66,72,46,0,3,7,0,0,1435,1584,13537,1308,0,47,26,31,38,21,31,42,47,0,98,0,0,12132,1178,0,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
107907,1974,1089,76,24,9999,0,1308,0,3880,5075,4,3,1478,490,1555,0,0,66,72,45,0,3,7,0,0,1435,1584,14121,1331,0,39,23,38,21,11,36,39,33,5,97,0,0,12132,1178,0,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
108909,1974,1089,75,24,9999,0,1321,0,3878,5122,4,3,1478,490,1555,0,0,65,72,46,0,4,9,0,0,1435,1584,13160,1304,0,45,36,41,35,42,45,42,38,14,98,0,0,12132,1178,0,1038,43,1082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
109911,1974,1089,75,24,9999,0,1330,0,3878,5157,4,3,1478,490,1555,0,0,67,72,47,0,4,7,0,0,1435,1584,13430,1300,0,19,22,22,10,10,19,19,19,5,99,0,0,12132,1178,0,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
110909,1974,1089,75,24,9999,0,1379,0,3878,5347,4,3,1478,490,1555,0,0,68,72,46,0,2,5,0,0,1435,1584,13289,1303,0,27,28,15,6,16,10,15,27,5,99,0,0,12132,1178,0,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
111908,1974,1089,75,24,9999,0,1455,0,3878,5642,4,3,1478,490,1804,0,0,67,72,46,0,1,5,0,0,1435,1584,13060,1311,0,37,39,35,38,45,23,28,37,5,98,0,0,12132,1178,0,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
113047,1971,1089,75,24,9999,0,1325,0,3878,5138,4,3,1478,490,1804,0,0,68,72,46,0,2,7,0,0,1435,1584,13230,1305,0,36,25,28,31,23,11,36,27,18,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
113908,1971,1089,75,24,9999,0,1335,0,3878,5177,4,3,1478,490,1804,0,0,67,72,47,0,2,6,0,0,1435,1584,13127,1309,0,38,26,30,21,19,35,38,33,10,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
114908,1971,1089,75,24,9999,0,1304,0,3878,5056,4,3,1478,490,1804,0,0,68,72,46,0,2,5,0,0,1435,1584,12577,1305,0,18,16,11,16,21,0,14,18,5,98,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
115908,1971,1089,75,24,9999,0,1298,0,3878,5033,4,3,1478,490,1804,0,0,67,72,46,0,2,4,0,0,1435,1584,13262,1298,0,27,38,5,25,22,4,10,27,14,99,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
116909,1971,1089,75,24,9999,0,1324,0,3877,5133,4,3,1478,490,1804,0,0,68,72,46,0,2,5,0,0,1435,1584,13167,1303,0,19,25,15,11,19,14,19,19,10,98,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
117909,1971,1089,75,24,9999,0,1292,0,3877,5009,4,3,1478,490,1804,0,0,68,72,46,0,1,6,0,0,1435,1584,13236,1306,0,21,11,25,25,12,21,19,15,18,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
118909,1971,1089,75,24,9999,0,1377,0,3877,5338,4,3,1478,490,1804,0,0,68,72,46,0,1,5,0,0,1435,1584,13240,1295,0,30,25,22,31,30,19,30,19,18,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
119909,1971,1089,75,24,9999,0,1339,0,3877,5191,4,3,1478,490,1804,0,0,68,72,47,0,1,4,0,0,1435,1584,13224,1296,0,23,21,34,22,13,5,23,14,14,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
120909,1971,1089,75,24,9999,0,1306,0,3877,5063,4,3,1478,490,1804,0,0,68,72,46,0,0,5,0,0,1435,1584,13253,1288,0,19,17,0,19,11,10,18,19,14,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
121908,1971,1089,75,24,9999,0,1312,0,3876,5085,4,3,1478,490,1804,0,0,69,72,46,0,2,3,0,0,1435,1584,13232,1294,0,26,21,16,21,23,19,10,26,18,98,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
122912,1971,1089,75,24,9999,0,1286,0,3878,4987,4,3,1478,490,1804,0,0,69,72,45,0,0,7,0,0,1435,1584,13206,1299,0,19,12,16,5,17,18,14,19,13,99,0,0,12132,1178,1,1038,43,1082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
123909,1971,1089,75,24,9999,0,1328,0,3878,5149,4,3,1478,490,1804,0,0,67,72,47,0,3,4,0,0,1435,1584,13258,1306,0,30,26,22,11,26,14,21,30,18,99,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
124909,1971,1089,75,24,9999,0,1312,0,3878,5087,4,3,1478,490,1804,0,0,67,72,47,0,2,5,0,0,1435,1584,13255,1301,0,19,36,30,15,33,19,15,15,13,99,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
125910,1971,1089,75,24,9999,0,1312,0,3878,5087,4,3,1478,490,1804,0,0,68,72,46,0,1,4,0,0,1435,1584,13239,1301,0,29,17,11,16,16,14,10,29,13,99,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
126909,1971,1089,75,24,9999,0,1296,0,3878,5025,4,3,1478,490,1804,0,0,69,72,46,0,0,3,0,0,1435,1584,12674,1294,0,23,27,19,6,12,23,14,19,9,98,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
127909,1971,1089,75,24,9999,0,1277,0,3878,4952,4,3,1478,490,1804,0,0,68,72,46,0,1,6,0,0,1435,1584,12282,1298,0,29,13,23,6,23,14,22,29,5,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
128909,1971,1089,75,24,9999,0,1294,0,3878,5018,4,3,1478,490,1804,0,0,69,72,46,0,1,4,0,0,1435,1584,13218,1295,0,19,23,10,26,25,14,19,14,20,99,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
129909,1971,1089,75,24,9999,0,1286,0,3878,4987,4,3,1478,490,1804,0,0,67,72,47,0,1,5,0,0,1435,1584,13204,1295,0,26,28,33,21,15,18,26,26,10,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
130909,1971,1089,75,24,9999,0,1296,0,3878,5025,4,3,1478,490,1804,0,0,67,72,47,0,5,7,0,0,1435,1584,13486,1307,0,23,25,30,18,14,10,15,23,9,99,0,0,12132,1178,1,1038,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
131910,1971,1089,75,24,9999,0,1314,0,3878,5095,4,3,1478,490,1804,0,0,67,72,46,0,2,5,0,0,1435,1584,13248,1306,0,19,16,31,11,25,10,10,19,0,99,0,0,12132,1178,1,1038,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
133037,1972,1089,75,24,9999,0,1333,0,3871,5160,4,3,1478,490,1804,0,0,67,72,46,0,2,5,0,0,1435,1584,12568,1304,0,23,26,27,16,21,10,21,23,9,99,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
133909,1972,1089,75,24,9999,0,1311,0,3871,5074,4,3,1478,490,1804,0,0,68,72,46,0,2,9,0,0,1435,1584,13277,1305,0,33,19,0,12,45,10,33,11,9,99,0,0,12132,1179,1,1039,43,1082,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
134909,1972,1089,75,24,9999,0,1305,0,3871,5051,4,3,1478,490,1804,0,0,68,72,46,0,1,6,0,0,1435,1584,13211,1293,0,22,19,21,15,19,5,22,5,5,98,0,0,12132,1179,1,1039,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
135910,1972,1089,75,24,9999,0,1315,0,3871,5090,4,3,1478,490,1555,0,0,68,72,46,0,2,5,0,0,1435,1584,13245,1296,0,27,25,12,22,15,19,14,27,0,99,0,0,12132,1179,1,1039,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
136910,1972,1089,75,24,9999,0,1312,0,3871,5078,4,3,1478,490,2000,0,0,68,72,48,0,2,8,0,0,1435,1584,13155,1309,0,19,15,31,12,11,10,19,19,18,98,0,0,12132,1179,1,1039,43,1082,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
137910,1972,1089,75,24,9999,0,1319,0,3871,5105,4,3,1478,490,1353,0,0,66,72,46,0,3,10,0,0,1435,1584,13785,1332,0,22,30,25,21,27,10,15,22,20,98,0,0,12132,1179,1,1039,43,1082,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
138910,1972,1089,75,24,9999,0,1309,0,3871,5067,4,3,1478,490,1555,0,0,65,72,46,0,5,9,0,0,1435,1584,13418,1325,0,25,26,30,14,25,22,25,19,5,98,0,0,12132,1179,1,1039,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
139910,1972,1089,75,24,9999,0,1424,0,3871,5512,4,3,1478,490,1555,0,0,67,72,46,0,3,5,0,0,1435,1584,13241,1309,0,19,25,23,6,16,14,11,19,13,99,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
140910,1972,1089,75,24,9999,0,1337,0,3870,5174,4,3,1478,490,1555,0,0,68,72,46,0,4,7,0,0,1435,1584,13269,1309,0,15,23,19,11,26,14,14,15,18,99,0,0,12132,1179,1,1039,43,1082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
141910,1972,1089,75,24,9999,0,1350,0,3870,5224,4,3,1478,490,1555,0,0,66,72,46,0,3,10,0,0,1435,1584,13077,1322,0,23,31,21,21,25,5,22,23,14,99,0,0,12132,1179,1,1039,43,1082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
142914,1972,1089,75,24,9999,0,1411,0,3866,5454,4,3,1478,490,1555,0,0,66,72,46,0,2,7,0,0,1435,1584,14178,1342,0,14,18,16,15,21,14,14,10,5,98,0,0,12132,1179,1,1039,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
143910,1972,1089,75,24,9999,0,1397,0,3866,5400,4,3,1478,490,1804,0,0,66,72,46,0,5,7,0,0,1435,1584,13211,1350,0,23,0,13,23,11,10,23,19,20,98,0,0,12132,1179,1,1039,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
144910,1972,1089,75,24,9999,0,1392,0,3866,5381,4,3,1478,490,1555,0,0,65,72,46,0,1,7,0,0,1435,1584,13154,1348,0,30,27,16,19,25,5,19,30,9,98,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
145910,1972,1089,75,24,9999,0,1349,0,3866,5215,4,3,1478,490,1555,0,0,65,72,46,0,2,8,0,0,1435,1584,13502,1356,0,19,16,46,22,34,5,19,19,17,99,0,0,12132,1179,1,1039,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
146911,1972,1089,75,24,9999,0,1369,0,3866,5292,4,3,1478,490,1555,0,0,66,72,45,0,2,7,0,0,1435,1584,12966,1359,0,22,15,7,5,25,10,18,22,13,99,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
147910,1972,1089,75,24,9999,0,1362,0,3866,5265,4,3,1478,490,1555,0,0,66,72,46,0,2,7,0,0,1435,1584,13183,1356,0,22,38,11,16,19,14,19,22,17,97,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
148912,1972,1089,75,24,9999,0,1351,0,3866,5222,4,3,1478,490,1555,0,0,66,72,46,0,1,6,0,0,1435,1584,13121,1345,0,26,22,25,5,11,21,26,10,13,98,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
149911,1972,1089,75,24,9999,0,1348,0,3868,5214,4,3,1478,490,1555,0,0,66,72,47,0,6,6,0,0,1435,1584,13094,1310,0,26,22,15,19,23,5,22,26,14,98,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
150911,1972,1089,75,24,9999,0,1379,0,3868,5333,4,3,1478,490,1555,0,0,68,72,46,0,1,4,0,0,1435,1584,12248,1313,0,22,60,14,31,26,18,22,22,14,99,0,0,12132,1179,1,1039,43,1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
151912,1972,1089,75,24,9999,0,1330,0,3868,5144,4,3,1478,490,1555,0,0,69,72,45,0,0,4,0,0,1435,1584,13117,1323,0,27,15,12,0,16,5,27,27,5,98,0,0,12132,1179,1,1039,43,1082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
153042,1969,1089,75,24,9999,0,1301,0,3873,5038,4,3,1478,490,1555,0,0,67,72,47,0,3,7,0,0,1435,1584,13068,1328,0,29,28,47,25,19,29,22,27,17,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
153911,1969,1089,75,24,9999,0,1305,0,3873,5054,4,3,1478,490,1555,0,0,67,72,47,0,4,8,0,0,1435,1584,13133,1329,0,19,36,30,35,38,14,10,19,10,98,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
154911,1969,1089,75,24,9999,0,1300,0,3873,5034,4,3,1478,490,1555,0,0,68,72,46,0,2,4,0,0,1435,1584,12924,1326,0,19,44,22,14,21,19,5,19,9,98,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
155911,1969,1089,75,24,9999,0,1290,0,3873,4996,4,3,1478,490,1555,0,0,67,72,46,0,2,6,0,0,1435,1584,13222,1326,0,27,31,17,14,11,14,27,15,0,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
156911,1969,1089,75,24,9999,0,1320,0,3873,5112,4,3,1478,490,1555,0,0,67,72,47,0,1,5,0,0,1435,1584,13115,1333,0,38,26,22,17,17,28,23,38,10,97,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
157911,1969,1089,75,24,9999,0,1306,0,3872,5056,4,3,1478,490,1555,0,0,67,72,46,0,1,5,0,0,1435,1584,13146,1332,0,25,23,27,43,43,23,15,25,9,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
158911,1969,1089,75,24,9999,0,1333,0,3872,5161,4,3,1478,490,1555,0,0,68,72,46,0,2,5,0,0,1435,1584,13157,1330,0,23,21,33,5,6,10,23,15,0,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
159911,1969,1089,75,24,9999,0,1314,0,3872,5087,4,3,1478,490,1555,0,0,67,72,46,0,3,6,0,0,1435,1584,12969,1333,0,29,22,17,26,21,29,26,15,10,98,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
160911,1969,1089,75,24,9999,0,1292,0,3872,5002,4,3,1478,490,1555,0,0,67,72,46,0,3,6,0,0,1435,1584,13468,1342,0,33,35,31,10,23,26,14,33,5,98,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
161912,1969,1089,75,24,9999,0,1291,0,3872,4998,4,3,1478,490,1555,0,0,67,72,47,0,3,5,0,0,1435,1584,13770,1338,0,36,38,17,11,11,30,36,35,5,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
162922,1969,1089,75,24,9999,0,1301,0,3872,5037,4,3,1478,490,1555,0,0,67,72,46,0,3,6,0,0,1435,1584,13165,1334,0,45,47,27,21,17,45,21,39,5,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
163912,1969,1089,75,24,9999,0,1286,0,3872,4979,4,3,1478,490,1555,0,0,68,72,46,0,2,6,0,0,1435,1584,13173,1330,0,43,36,11,21,17,21,38,43,13,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
164913,1969,1089,75,24,9999,0,1295,0,3872,5014,4,3,1478,490,1555,0,0,67,72,46,0,2,6,0,0,1435,1584,13179,1338,0,36,44,16,11,34,14,36,36,18,98,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
165912,1969,1089,75,24,9999,0,1306,0,3873,5058,4,3,1478,490,1555,0,0,67,72,46,0,1,5,0,0,1435,1584,13456,1333,0,23,30,28,27,17,14,10,23,21,99,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
166912,1969,1089,75,24,9999,0,1278,0,3873,4949,4,3,1478,490,1555,0,0,67,72,47,0,1,5,0,0,1435,1584,13829,1342,0,45,38,30,6,21,45,28,26,9,97,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
167912,1969,1089,75,24,9999,0,1312,0,3873,5081,4,3,1478,490,1555,0,0,67,72,47,0,3,9,0,0,1435,1584,12987,1331,0,38,47,28,23,25,25,34,38,14,98,0,0,12132,1179,1,1039,43,1083,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
168912,1969,1089,75,24,9999,0,1301,0,3873,5038,4,3,1478,490,1555,0,0,68,72,46,0,3,5,0,0,1435,1584,13175,1333,0,40,31,26,25,33,17,40,31,27,98,0,0,12132,1179,1,1039,43,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
169912,1969,1089,75,24,9999,0,1419,0,3860,5477,4,3,1478,490,1555,0,0,66,72,47,0,2,8,0,0,1435,1584,13045,1343,0,40,23,31,25,28,40,38,33,21,99,0,0,12132,1179,1,1039,43,1083,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
