Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_power_consumption,passthrough_brightness,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
51003,2301,1110,80,21,9999,0,1324,0,3890,5150,4,3,1478,490,1555,0,0,54,72,47,0,4,19,0,0,1435,1584,15654,1438,0,31,38,45,23,15,31,23,26,5,98,0,0,12994,1187,0,1057,46,1103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
52004,2301,1110,80,21,9999,0,1356,0,3890,5274,4,3,1478,490,1555,0,0,54,72,46,0,7,21,0,0,1435,1584,15701,1433,0,33,44,26,25,16,15,33,23,0,98,0,0,12994,1187,0,1057,46,1103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
53004,2301,1110,80,21,9999,0,1340,0,3890,5212,4,3,1478,490,1555,0,0,54,72,47,0,4,19,0,0,1435,1584,15644,1426,0,28,43,31,11,15,19,27,28,5,99,0,0,12994,1187,0,1057,46,1103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
54004,2301,1110,80,21,9999,0,1396,0,3890,5430,4,3,1478,490,1555,0,0,55,72,47,0,2,20,0,0,1435,1584,16369,1426,0,27,34,25,37,21,27,22,27,9,99,0,0,12994,1187,0,1057,46,1103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
55004,2301,1110,80,21,9999,0,1368,0,3890,5321,4,3,1478,490,1555,0,0,55,72,47,0,1,19,0,0,1435,1584,16750,1432,0,33,39,18,15,28,14,33,25,0,99,0,0,12994,1187,0,1057,46,1103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
56004,2301,1110,80,21,9999,0,1362,0,3887,5294,4,3,1478,490,1555,0,0,53,72,48,0,1,18,0,0,1435,1584,16531,1425,0,25,30,33,25,30,25,22,19,5,99,0,0,12994,1187,0,1057,46,1103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
57004,2301,1110,80,21,9999,0,1354,0,3887,5262,4,3,1478,490,1555,0,0,54,72,47,0,6,20,0,0,1435,1584,16541,1424,0,31,19,39,19,25,31,14,19,5,99,0,0,12994,1187,0,1057,46,1103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
58160,2297,1110,80,21,9999,0,1372,0,3887,5332,4,3,1478,490,1555,0,0,54,72,47,0,3,18,0,0,1435,1584,15560,1423,0,30,30,40,16,21,14,30,25,9,99,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
59004,2297,1110,80,21,9999,0,1368,0,3888,5318,4,3,1478,490,1555,0,0,54,72,47,0,3,21,0,0,1435,1584,16519,1436,0,31,30,34,34,31,19,31,15,5,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
60004,2297,1110,80,21,9999,0,1336,0,3888,5194,4,3,1478,490,1555,0,0,55,72,47,0,4,18,0,0,1435,1584,15983,1449,0,36,40,19,30,22,19,26,36,14,96,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
61005,2297,1110,80,21,9999,0,1308,0,3888,5085,4,3,1478,490,1555,0,0,55,72,47,0,6,22,0,0,1435,1584,16609,1437,0,31,31,31,26,22,26,31,22,14,99,0,0,12994,1187,1,1057,46,1104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
62004,2297,1110,80,21,9999,0,1353,0,3888,5260,4,3,1478,490,1555,0,0,55,72,46,0,5,18,0,0,1435,1584,16676,1445,0,30,38,17,28,28,21,30,15,14,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
63004,2297,1110,80,21,9999,0,1338,0,3888,5202,4,3,1478,490,1555,0,0,55,72,47,0,4,20,0,0,1435,1584,15866,1441,0,25,39,11,28,42,25,25,21,17,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
64005,2297,1110,80,21,9999,0,1295,0,3888,5034,4,3,1478,490,1353,0,0,55,72,47,0,3,19,0,0,1435,1584,15596,1441,0,25,47,27,26,36,25,14,25,14,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
65005,2297,1110,80,21,9999,0,1261,0,3888,4902,4,3,1478,490,1555,0,0,55,72,46,0,4,18,0,0,1435,1584,16093,1453,0,27,33,30,25,27,23,27,27,13,98,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
66004,2297,1110,80,21,9999,0,1287,0,3892,5009,4,3,1478,490,1555,0,0,55,72,47,0,4,17,0,0,1435,1584,16160,1439,0,30,37,46,6,15,19,19,30,13,98,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
67005,2297,1110,80,21,9999,0,1301,0,3892,5063,4,3,1478,490,1555,0,0,55,72,47,0,4,17,0,0,1435,1584,15589,1445,0,30,38,26,23,25,30,10,28,21,99,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
68005,2297,1110,80,21,9999,0,1268,0,3891,4933,4,3,1478,490,1555,0,0,56,72,46,0,2,18,0,0,1435,1584,15615,1453,0,31,39,34,11,19,5,28,31,13,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
69006,2297,1110,80,21,9999,0,1302,0,3891,5066,4,3,1478,490,1555,0,0,56,72,46,0,5,18,0,0,1435,1584,16691,1441,0,19,30,23,16,28,19,11,15,18,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
70005,2297,1110,80,21,9999,0,1291,0,3891,5023,4,3,1478,490,1555,0,0,56,72,46,0,5,17,0,0,1435,1584,15886,1432,0,25,37,33,31,27,18,25,25,20,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
71006,2297,1110,80,21,9999,0,1264,0,3891,4918,4,3,1478,490,1555,0,0,56,72,47,0,3,19,0,0,1435,1584,15924,1428,0,36,47,19,23,28,5,36,5,9,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
72005,2297,1110,80,21,9999,0,1316,0,3891,5120,4,3,1478,490,1555,0,0,56,72,46,0,6,18,0,0,1435,1584,15673,1437,0,35,40,28,42,55,10,23,35,10,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
73005,2297,1110,80,21,9999,0,1310,0,3891,5097,4,3,1478,490,1555,0,0,56,72,47,0,4,17,0,0,1435,1584,15525,1440,0,27,28,41,27,33,15,27,27,20,98,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
74006,2297,1110,80,21,9999,0,1272,0,3891,4949,4,3,1478,490,1555,0,0,56,72,46,0,4,17,0,0,1435,1584,15143,1444,0,25,33,33,25,22,19,25,16,18,98,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
75006,2297,1110,80,21,9999,0,1299,0,3891,5054,4,3,1478,490,1555,0,0,56,72,46,0,4,17,0,0,1435,1584,15290,1440,0,27,28,23,43,19,10,27,26,10,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
76005,2297,1110,80,21,9999,0,1274,0,3891,4957,4,3,1478,490,1555,0,0,56,72,46,0,2,16,0,0,1435,1584,15968,1438,0,23,36,33,25,5,23,10,16,10,99,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
77006,2297,1110,80,21,9999,0,1303,0,3891,5069,4,3,1478,490,1555,0,0,57,72,46,0,2,17,0,0,1435,1584,14256,1437,0,39,26,17,34,31,13,37,39,5,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
78146,2301,1111,80,21,9999,0,1316,0,3891,5120,4,3,1478,490,1555,0,0,61,72,45,0,5,14,0,0,1435,1584,14124,1446,0,34,47,19,38,22,14,16,34,10,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
79006,2301,1111,80,21,9999,0,1261,0,3891,4906,4,3,1478,490,1353,0,0,58,72,46,0,1,13,0,0,1435,1584,16106,1441,0,28,22,26,36,16,0,22,28,5,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
80006,2301,1111,80,21,9999,0,1322,0,3891,5143,4,3,1478,490,1353,0,0,56,72,46,0,6,18,0,0,1435,1584,15481,1439,0,33,45,31,19,33,14,19,33,0,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
81006,2301,1111,80,21,9999,0,1317,0,3891,5124,4,3,1478,490,1555,0,0,56,72,46,0,3,17,0,0,1435,1584,15686,1452,0,26,25,17,23,34,5,26,23,5,99,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
82006,2301,1111,80,21,9999,0,1333,0,3891,5186,4,3,1478,490,1555,0,0,56,72,46,0,4,17,0,0,1435,1584,14930,1443,0,42,31,25,28,36,10,31,42,9,97,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
83006,2301,1111,80,21,9999,0,1318,0,3891,5128,4,3,1478,490,1555,0,0,57,72,47,0,4,16,0,0,1435,1584,15235,1441,0,33,29,38,27,23,22,28,33,0,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
84007,2301,1111,80,21,9999,0,1340,0,3886,5207,4,3,1478,490,1555,0,0,56,72,47,0,4,17,0,0,1435,1584,15873,1441,0,31,31,36,28,28,21,31,25,0,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
85008,2301,1111,80,22,9999,0,1338,0,3886,5199,4,3,1478,490,1555,0,0,55,72,46,0,3,18,0,0,1435,1584,16085,1418,0,31,39,28,31,16,19,14,31,5,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
86006,2301,1111,80,22,9999,0,1295,0,3889,5036,4,3,1478,490,1555,0,0,55,72,47,0,4,18,0,0,1435,1584,17049,1406,0,27,30,33,28,34,15,27,27,18,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
87006,2301,1111,80,22,9999,0,1291,0,3889,5020,4,3,1478,490,1555,0,0,56,72,46,0,5,17,0,0,1435,1584,16068,1444,0,25,39,33,34,19,25,19,19,0,99,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
88008,2301,1111,80,22,9999,0,1340,0,3889,5211,4,3,1478,490,1555,0,0,55,72,47,0,6,18,0,0,1435,1584,15893,1439,0,34,41,26,28,19,28,34,14,9,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
89006,2301,1111,80,22,9999,0,1377,0,3889,5355,4,3,1478,490,1555,0,0,56,72,47,0,4,17,0,0,1435,1584,16223,1438,0,30,37,28,12,28,23,30,21,13,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
90006,2301,1111,80,22,9999,0,1265,0,3889,4919,4,3,1478,490,1555,0,0,56,72,46,0,5,17,0,0,1435,1584,16298,1436,0,31,27,38,11,16,14,25,31,13,99,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
91007,2301,1111,80,22,9999,0,1275,0,3889,4958,4,3,1478,490,1555,0,0,56,72,46,0,2,17,0,0,1435,1584,15302,1441,0,34,31,26,28,25,14,28,34,17,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
92007,2301,1111,80,22,9999,0,1403,0,3875,5436,4,3,1478,490,1555,0,0,56,72,47,0,2,18,0,0,1435,1584,15737,1430,0,31,16,40,31,28,23,19,31,14,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
93007,2301,1111,80,22,9999,0,1369,0,3875,5304,4,3,1478,490,1555,0,0,56,72,46,0,1,16,0,0,1435,1584,15349,1432,0,26,44,19,19,27,25,26,25,14,99,0,0,12994,1187,1,1057,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
94009,2301,1111,80,22,9999,0,1275,0,3875,4940,4,3,1478,490,1555,0,0,56,72,46,0,2,18,0,0,1435,1584,16244,1452,0,30,28,27,36,39,26,14,30,21,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
95006,2301,1111,80,22,9999,0,1280,0,3875,4960,4,3,1478,490,1555,0,0,56,72,47,0,5,17,0,0,1435,1584,16696,1434,0,23,27,33,25,28,23,19,22,14,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
96008,2301,1111,80,22,9999,0,1336,0,3888,5194,4,3,1478,490,1555,0,0,56,72,46,0,5,18,0,0,1435,1584,15993,1439,0,36,38,14,21,33,28,19,36,5,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
97011,2301,1111,79,22,9999,0,1291,0,3888,5019,4,3,1478,490,1555,0,0,55,72,46,0,3,18,0,0,1435,1584,15449,1439,0,27,33,34,29,19,27,15,15,17,99,0,0,12994,1187,1,1057,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
98150,2122,1111,79,22,9999,0,1295,0,3888,5034,4,3,1478,490,1353,0,0,55,72,47,0,4,17,0,0,1435,1584,15940,1434,0,28,33,14,16,41,22,28,22,13,99,0,0,12994,1188,1,1058,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
99007,2122,1111,79,22,9999,0,1323,0,3888,5143,4,3,1478,490,1555,0,0,56,72,46,0,4,18,0,0,1435,1584,15146,1443,0,31,39,30,37,44,18,31,25,9,98,0,0,12994,1188,1,1058,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
100007,2122,1111,79,22,9999,0,1256,0,3888,4883,4,3,1478,490,1555,0,0,55,72,47,0,5,17,0,0,1435,1584,16620,1428,0,28,31,39,31,34,5,28,15,5,98,0,0,12994,1188,1,1058,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
101007,2122,1111,79,22,9999,0,1287,0,3888,5003,4,3,1478,490,1353,0,0,56,72,47,0,2,18,0,0,1435,1584,16325,1417,0,33,37,48,36,37,10,33,33,5,98,0,0,12994,1188,1,1058,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
102008,2122,1111,79,22,9999,0,1309,0,3888,5089,4,3,1478,490,1353,0,0,56,72,47,0,5,17,0,0,1435,1584,15667,1414,0,31,39,28,38,25,10,31,28,13,99,0,0,12994,1188,1,1058,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
103008,2122,1111,79,22,9999,0,1257,0,3888,4887,4,3,1478,490,1555,0,0,55,72,47,0,3,20,0,0,1435,1584,16152,1406,0,23,43,19,30,21,10,23,15,9,98,0,0,12994,1188,1,1058,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
104008,2122,1111,79,22,9999,0,1304,0,3888,5069,4,3,1478,490,1555,0,0,55,72,47,0,4,19,0,0,1435,1584,15407,1449,0,23,33,31,21,21,23,22,19,0,99,0,0,12994,1188,1,1058,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
105011,2122,1111,79,22,9999,0,1281,0,3888,4980,4,3,2419,525,2000,0,0,56,72,47,0,4,16,0,0,1435,1584,16220,1442,0,31,27,23,21,25,13,31,23,9,99,0,0,12994,1188,1,1058,46,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
106007,2122,1111,79,22,9999,0,1500,0,3887,5865,4,4,2419,525,2000,0,0,54,72,46,0,3,18,0,0,1435,1584,14452,1732,0,40,85,88,81,80,40,26,30,10,95,0,0,12994,1188,1,1058,46,1104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
106794,2122,1111,79,22,9999,0,1390,0,3879,5391,4,4,2419,525,2000,0,0,47,72,50,0,3,27,0,0,1435,1584,11403,3468,0,18,38,46,40,36,5,18,5,0,98,0,0,12994,1188,1,1058,46,1104,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
