time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz
0,0,3.877395,-357.9253,-153.8129,-18.862,0.5306897,0.001740685,-10.04158,1.391789,0.3374662,-0.04413892
0,1,17.03916,-135.2081,396.0205,-114.1285,6.144689,-0.006504208,-7.291245,2.006257,-5.541311,1.288667
0,2,2.795738,-382.2978,-22.2346,-91.48159,2.330756,0.0003104568,-9.732278,0.9312362,0.04339779,0.2673499
0,3,3.621003,189.8732,163.942,379.7834,-8.325098,-0.001690198,4.160144,-0.2717994,-0.3060106,-1.052316
0,4,4.478405,55.33762,-285.1444,-219.942,10.08916,0.007004196,2.53395,-0.4900892,1.568381,1.074364
0,5,30.29051,-17.04698,-221.1165,-254.4754,10.78378,0.005254609,-0.7248973,0.242275,7.95824,10.09362
0,6,8.595384,8.093658,245.3642,-188.6788,11.27461,-0.00704607,0.4755082,-0.3716399,-3.028184,2.290205
0,7,8.205142,-43.86041,169.2958,-228.1499,11.50136,-0.006080957,-2.21375,0.8297276,-2.494756,3.672152
0,8,16.23437,-213.8962,155.3942,-406.6575,7.981667,-0.001821358,-4.195997,2.699514,-1.47843,3.651797
0,9,1.618511,-71.47196,-266.9267,-24.5832,3.846045,0.01123239,-11.28571,0.3110798,0.9089876,0.04550652
0,10,18.6814,68.83184,-261.9643,176.5247,-10.28449,0.00503214,4.023351,0.273709,4.700373,-0.7359954
0,11,21.37695,250.139,-208.1165,-130.0153,4.898195,0.001608102,9.407625,-1.4438,1.718815,-1.4979
0,12,6.639924,-267.036,-341.9665,209.2504,-5.579128,0.004242721,-7.119208,1.758771,1.408568,-0.1445773
0,13,2.185317,37.10863,-23.54939,192.0293,-13.89075,0.001040489,2.68365,-0.3663314,0.1136899,-2.279601
0,14,10.99392,234.3775,48.57973,-427.154,7.866316,-0.0004185911,4.318783,-1.563118,-0.2300978,2.627418
0,15,30.43378,156.0483,-384.5816,156.9313,-6.681862,0.00656544,6.651044,-4.181885,9.990557,-2.764438
0,16,7.488295,-83.1314,76.52385,475.1624,-8.850636,-0.001322685,-1.550462,0.346387,-0.4952327,-1.9647
0,17,26.52479,288.3641,-226.8786,-161.7517,4.846562,0.005291633,8.65192,-13.3362,7.017974,7.833294
0,18,6.218382,138.7726,-382.1705,-215.1984,7.782232,0.005765175,5.015642,-0.7337292,1.792503,1.133102
0,19,3.666456,-300.1523,-196.2962,-287.2079,6.406265,0.00167898,-6.692028,0.8183475,0.3077953,0.7843795
0,20,8.725129,-153.8928,177.8326,-29.47441,2.417293,-0.01078412,-12.67139,5.165221,-4.704643,0.4141638
0,21,15.2434,-437.2754,92.78194,28.67051,-0.6119968,-0.001130691,-9.362816,4.482818,-0.8617787,-0.3806448
0,22,4.036971,-448.4213,-62.98737,-31.90841,0.6631011,0.001143107,-9.29636,1.094617,0.2307344,0.1400827
0,23,4.244223,189.4877,-289.2425,224.0113,-7.470637,0.00394202,6.318674,-1.16902,0.8365407,-0.9567772
0,24,2.00474,72.21423,-374.6784,-183.6768,8.980933,0.00678539,3.523443,-0.3087868,0.6801471,0.143435
0,25,7.764816,-352.9669,241.1873,-10.99549,0.2987042,-0.003022106,-9.598961,1.914662,-1.173305,-0.3114902
0,26,3.863278,41.57514,212.9565,169.0524,-11.62477,-0.009073002,2.868633,-0.3367702,-1.752576,-1.310441
0,27,0.6871684,-142.3371,280.1519,229.3886,-8.555447,-0.005789803,-5.30636,0.1047337,-0.1989285,-0.1580067
0,28,3.160546,183.0198,-296.7858,-78.1973,4.133419,0.00731834,9.656825,-0.6550483,1.156497,0.1787165
0,29,5.693882,-314.9595,108.5877,297.7404,-6.452193,-0.002025892,-6.82849,1.247757,-0.5767597,-1.265174
0,30,6.573303,-385.4617,273.0527,-55.98162,1.309885,-0.003971226,-9.009336,1.808169,-1.305203,0.5302727
0,31,10.35215,429.7786,-3.835933,94.62946,-2.037758,0.000464094,9.245494,-3.249112,0.2402184,0.09068084
0,32,4.386695,-5.818247,-216.9535,-100.5466,12.81806,0.01349551,-0.768941,0.3530486,2.960035,1.205014
0,33,10.38629,-313.8298,-225.7874,-55.59023,1.753524,0.002600931,-9.893287,3.751805,1.350701,0.8401244
0,34,9.180341,-122.7411,307.1364,-11.53095,1.004881,-0.00880587,-10.86963,1.448631,-4.042045,-0.04578278
0,35,14.25169,-269.1027,-271.5425,-25.95283,0.9706099,0.005983174,-10.09894,3.098829,4.263518,-0.3854441
0,36,20.07732,91.53736,-399.8271,-60.35935,5.382148,0.007123033,8.133245,-1.075652,7.150571,0.8969015
0,37,29.45905,98.68257,-163.6832,209.948,-10.66496,0.004387837,5.0153,-6.382783,6.463076,-12.93558
0,38,1.808578,137.2297,-161.2952,-237.7241,9.63868,0.003845284,5.56419,-0.3938839,0.3477249,0.7258447
0,39,1.636174,-482.0839,-51.50014,-13.29592,0.2524302,0.0002364095,-9.014337,0.5897572,0.01934035,-0.06425583
0,40,10.15846,155.6125,-27.20569,403.8758,-8.898931,-3.410779E-05,3.426263,-1.222102,-0.01732412,-3.073887
0,41,7.370109,73.28152,245.2354,-416.6653,8.84408,-0.002386311,1.557204,-0.3144784,-0.8793686,2.012478
0,42,7.078359,319.4267,-101.1553,-9.241722,0.3121875,0.001723694,10.84166,-3.132988,0.6100463,-0.009973424
0,43,10.5657,340.2323,212.3318,231.9305,-5.197957,-0.003204554,7.623106,-2.543417,-1.692918,-1.244416
0,44,9.23826,256.4686,-267.8978,-243.1145,6.487608,0.004711887,6.84653,-1.592657,2.176482,2.88199
0,45,11.74495,182.9002,-315.2754,338.5363,-7.833942,0.00341636,4.230755,-1.53924,2.006249,-2.898774
0,46,14.66434,-232.2251,-310.4578,287.8875,-7.031004,0.002342428,-5.674849,3.853107,1.717508,-3.450669
0,47,9.919565,-187.503,-344.2081,237.5701,-7.280822,0.006535175,-5.741088,1.813958,3.241305,0.4826116
0,48,2.267741,-9.201335,-51.09212,-68.11572,21.25981,0.06473763,-2.922355,1.550813,7.340407,9.394979
0,49,10.01718,164.1713,112.7346,57.10946,-4.527988,-0.01068627,13.03215,-7.9594,-5.352314,-2.670973
0,50,2.678532,141.6032,-289.0975,25.20936,-1.924421,0.007901033,10.88235,-0.5660092,1.058159,-0.05995436
0,51,5.120718,-181.4757,-283.1391,-209.2928,7.536547,0.004452905,-6.538306,0.7514927,1.140104,0.9033306
0,52,5.412643,334.2341,-21.88361,-307.6428,6.304214,4.480818E-05,6.852466,-1.278507,0.01212654,1.040927
0,53,7.60074,-121.2453,98.32368,251.9989,-10.39272,-0.002626202,-5.001252,1.79116,-0.9980541,-3.513785
0,54,7.157366,89.13848,152.039,-14.81789,2.483793,-0.02279641,14.72346,-4.81094,-8.158114,0.7192563
0,55,25.91123,28.32406,-32.59856,-137.6616,16.19324,0.008362945,3.330352,-9.91987,10.83471,47.55068
0,56,20.28672,416.3034,40.53418,181.6852,-3.721392,-0.0008480161,8.521458,-5.438801,-0.8601734,-2.809065
0,57,8.642985,317.9111,-263.3134,119.3745,-3.368171,0.00347009,8.968232,-2.479539,1.499597,-0.7669902
0,58,8.483716,-286.1013,55.70607,206.9132,-6.153767,-0.001198357,-8.511205,2.720891,-0.5083262,-1.744437
0,59,8.09199,123.9752,360.7491,271.888,-8.347863,-0.005505664,3.808396,-0.8508251,-2.227589,-1.329926
0,60,8.872627,85.90195,-206.8828,-77.61699,8.662417,0.01274107,9.554516,-2.353874,5.65234,1.971509
0,61,3.505052,48.0014,-373.0344,-198.2195,9.364107,0.006652042,2.262236,0.3016698,1.165788,0.7667763
0,62,16.9671,209.4633,147.1385,215.673,-7.785937,-0.00373278,7.562379,-4.41885,-3.166723,-4.453392
0,63,3.949452,-228.6857,210.2294,-157.7002,6.039455,-0.005050247,-8.759367,1.242452,-0.9972854,0.761371
0,64,3.089413,-284.1776,243.3071,-218.7052,5.818821,-0.003678268,-7.55931,0.7509989,-0.5681844,0.5345439
0,65,4.033548,-178.1503,-43.97476,18.04948,-1.474159,0.005745622,-14.55005,4.783597,1.158762,-0.5653446
0,66,2.92125,112.6034,19.44961,-224.8628,11.1783,-0.001399358,5.600058,-1.065702,-0.2043938,1.841495
0,67,14.093,-30.98235,330.1159,-295.096,9.374334,-0.005117256,-0.9852471,0.6838925,-3.605873,3.446368
0,68,5.893755,-125.94,110.359,-132.8289,9.849923,-0.01479228,-9.349487,2.082469,-4.359105,3.143758
0,69,7.950212,37.91135,-158.2317,346.7231,-10.0865,0.002309657,1.101211,-0.1699908,0.9181132,-3.004245
0,70,5.620267,18.08904,434.6193,65.02122,-9.115694,-0.006320507,2.562252,-0.1674891,-1.776147,-0.3277171
0,71,19.12758,-113.8427,-237.9942,-315.3142,9.212953,0.003884319,-3.32479,3.115757,3.714881,6.13149
0,72,12.52073,-90.0619,172.0905,230.7045,-10.65279,-0.006559351,-4.156276,1.878431,-4.106393,-4.901504
0,73,19.18017,-2.155442,62.66737,-344.3666,10.6135,-0.001134334,-0.06480989,-0.2484216,-1.087836,7.831156
0,74,2.065852,177.4416,138.6835,-158.5634,7.973499,-0.005208527,8.920156,-0.861238,-0.5380023,0.6274182
0,75,10.41076,-215.5757,-17.93976,324.6184,-8.374471,-0.0001233818,-5.563705,2.058608,-0.06422491,-3.075648
0,76,14.17814,-3.301049,336.7779,-183.6911,10.13635,-0.007617195,-0.1907879,-0.2342356,-5.399884,1.81911
0,77,12.58669,259.8622,207.6764,338.256,-7.230621,-0.00281294,5.552782,-2.028611,-1.77028,-2.843018
0,78,10.50467,-234.8842,-334.6899,-190.0087,5.880986,0.004689305,-7.27175,1.995626,2.462979,1.414294
0,79,11.8031,125.4619,321.7665,-354.4395,8.414398,-0.004107764,2.978805,-1.143261,-2.424217,2.44845
0,80,1.862467,160.9505,-190.0672,51.05938,-3.75749,0.008996746,11.87419,-0.8464226,0.837807,-0.2201186
0,81,9.016512,-234.259,321.0459,65.97343,-2.684875,-0.005702371,-9.522801,2.17164,-2.570775,-0.8535959
0,82,7.202433,263.9165,196.7188,-280.1123,6.950118,-0.002126463,6.551056,-1.8651,-0.7657853,1.592431
0,83,26.30413,193.1379,260.025,-208.89,7.427457,-0.005094537,6.864697,-5.663287,-6.700368,4.138824
0,84,7.028552,-299.4201,-246.5913,-207.9215,5.40021,0.002801589,-7.774747,1.825925,0.9845555,1.066285
0,85,13.73087,77.93777,-291.5769,211.376,-9.704618,0.01054172,3.57801,-1.167138,7.237347,-6.686086
0,86,4.669256,80.09547,-89.89492,158.544,-12.55982,0.006444646,6.351041,-1.847078,1.504585,-3.524374
0,87,17.58758,-71.13135,-125.8888,463.5707,-8.906783,0.001057002,-1.368808,0.8012974,0.929505,-4.832267
0,88,9.870696,-100.994,122.9978,-426.7783,9.054872,-0.001669036,-2.140492,0.6592557,-0.8237273,2.971107
0,89,13.37616,-148.0714,80.7478,-136.6238,9.142015,-0.00341827,-9.906868,10.02107,-2.286166,7.696411
0,90,5.238053,-377.1776,78.71418,-214.9309,4.682541,-0.0009225655,-8.213013,1.430379,-0.2416224,0.7885693
0,91,12.89327,-79.52177,197.0531,-32.0599,5.030888,-0.01666008,-12.57756,3.5601,-10.74015,1.222888
0,92,11.95893,-57.2919,-9.077269,-491.6036,8.865584,0.0005932457,-1.030583,0.3936956,0.354729,3.458672
0,93,17.91749,-148.4608,-325.2111,276.536,-8.233057,0.003733625,-4.418242,-0.6669081,3.34486,-4.4467
0,94,6.324746,-139.4174,323.7828,71.92644,-4.809686,-0.007677858,-9.300695,0.8473186,-2.428025,-1.015128
