time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz
0,0,7.417,-13.26752,-135.3194,-285.1066,11.161,0.004328449,-0.5188767,0.09996615,1.605205,3.429797
0,1,10.51225,-37.28919,-46.66964,431.5207,-9.478184,0.001373956,-0.8218957,0.5227717,0.7221689,-3.659515
0,2,7.7413,296.7856,137.8788,129.9918,-4.246911,-0.00370582,9.692755,-2.924016,-1.434393,-1.3145
0,3,3.015645,-411.3961,-24.68522,-257.619,4.782533,-3.534685E-05,-7.632408,0.7263481,-0.005329676,0.528309
0,4,6.008451,-258.2649,-106.079,-402.2587,7.552811,0.001489228,-4.846519,0.9316692,0.4473977,1.405118
0,5,10.59262,-423.4394,-115.3671,-59.76368,1.322459,0.001493513,-9.343012,4.201262,0.7910104,0.2695854
0,6,7.203484,118.3201,-8.110753,171.4234,-11.32049,0.0007085191,7.811944,-4.074253,0.2551903,-5.750256
0,7,3.12233,341.6569,-361.4937,-36.66386,0.9496719,0.004395936,8.840607,-0.5703566,0.6862782,0.007710996
0,8,9.508372,216.2388,-173.3799,159.5524,-6.59232,0.004523157,8.937266,-3.259272,2.150393,-1.599621
0,9,13.18157,-140.9742,-317.0506,68.42443,-4.621459,0.007672981,-9.495024,1.38886,5.057097,-1.1397
0,10,2.844991,-56.33705,203.0221,-103.735,11.37828,-0.01448321,-6.200377,0.6765572,-2.060229,1.252065
0,11,6.158707,141.6136,-100.4526,332.9451,-9.43101,0.002443337,4.009356,-0.9552426,0.7523898,-2.150326
0,12,4.13134,-46.83792,464.9741,-130.4283,8.481476,-0.005689415,-3.056016,0.148296,-1.175245,0.4046592
0,13,7.9039,-256.3038,-197.0374,-81.9772,3.308915,0.00844042,-10.35914,1.883394,3.335612,0.08686076
0,14,5.047903,78.50004,111.7077,352.2409,-9.973619,-0.002845313,2.220571,-0.6885976,-0.7181431,-1.882575
