time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz
0,0,8.393962,-194.2187,-205.9218,-212.1099,7.788356,0.005396897,-7.131414,2.679611,2.265068,1.959771
0,1,10.78248,165.4295,-384.2943,-87.9909,4.515541,0.004930241,8.475911,-1.656004,2.658011,0.8321242
0,2,4.977635,265.3457,-49.58593,13.83192,-0.6303252,0.002142878,12.06293,-3.115463,0.5333232,0.05364193
0,3,16.02912,120.0765,-211.9184,276.9839,-9.489891,0.004917248,4.116112,-4.867168,3.940958,-2.389071
0,4,4.798841,51.57659,-31.33049,-449.6248,9.261503,8.55067E-05,1.064642,-0.3493677,0.02051666,1.428158
0,5,3.952526,225.492,256.9554,270.231,-7.304673,-0.00414505,6.094481,-0.8156692,-0.819171,-0.8091486
0,6,8.419962,-91.0649,-340.5958,156.8801,-8.745874,0.007125199,-5.06783,1.021318,2.999695,-1.133095
0,7,11.50598,-37.11674,-271.1045,211.3437,-10.51886,0.006758773,-1.842002,0.8732132,3.888315,-2.978755
0,8,2.655073,131.3978,63.92516,-259.367,10.26595,-0.002486713,5.202624,-0.664509,-0.3301202,1.257397
0,9,2.367712,-99.61277,169.3237,150.9119,-10.53408,-0.01028185,-6.944358,0.6264656,-1.217223,-1.030575
0,10,3.574387,-72.23827,-41.36605,380.8781,-9.88009,0.001067566,-1.876071,0.3256537,0.1907947,-1.278757
0,11,14.05972,148.4763,375.3243,-111.8231,5.843089,-0.005296011,7.746812,-1.721792,-3.723022,1.459929
0,12,4.854024,-158.948,-199.5893,-296.609,8.849291,0.004182761,-4.73922,0.7999896,1.015161,1.941837
0,13,14.91056,-68.53786,102.9529,-482.9705,8.805143,-0.001994112,-1.24783,0.203859,-1.486666,3.679349
0,14,17.61805,-324.6417,-1.599804,34.00909,-1.142092,-0.0001944624,-10.93035,9.177509,-0.1713023,0.14793
0,15,4.642726,368.7054,321.7244,-98.71796,2.298067,-0.003735868,8.585295,-1.071618,-0.8672307,0.2142804
0,16,8.872168,-2.707767,454.9688,-98.74236,9.198297,-0.00516522,-0.2709525,-0.4338925,-2.291335,-0.679196
0,17,11.34843,-89.33566,-242.0662,-170.2133,9.99795,0.009165979,-5.255411,1.810446,5.200973,2.997379
0,18,17.8426,-273.2746,217.6159,309.2532,-6.889569,-0.003000851,-6.08977,2.051147,-2.677149,-4.612616
0,19,4.507067,-114.8969,343.1486,340.0964,-8.443837,-0.0040279,-2.853037,-0.04483154,-0.9077008,-1.158356
0,20,4.706159,-58.03115,100.6125,-213.1786,12.297,-0.006918848,-3.348344,0.812415,-1.62806,3.159136
0,21,5.136563,177.4606,-6.603746,433.6659,-8.4909,-0.0001959317,3.471878,-0.6053889,-0.05032079,-1.439081
0,22,3.29399,-71.10812,426.6177,-78.01929,6.992401,-0.004934951,-6.393393,0.4888567,-0.812784,-0.01597624
0,23,7.354861,-62.2827,124.8649,-52.41616,10.43843,-0.03230822,-12.47398,5.565032,-11.88112,4.52043
