time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz,ke,pe
0,0,11.89154,-55.97274,1850.623,461.8318,3.42388,0.78133,-2.717236,0.05652537,-0.3100819,-0.03417217,117.2316,-250.5558
0,1,8.247628,1117.117,10.45104,-904.231,-0.2298942,4.428144,-0.2323773,-0.1578816,-0.06141206,0.1743109,81.30228,-208.5585
0,2,12.18431,-6.122383,1071.261,345.4076,-0.9909381,1.322778,-4.121138,-0.03723213,-0.4197098,-0.03898527,120.1098,-382.73
0,3,28.10672,67.56081,416.9624,1116.338,-3.686667,2.383397,-0.6674353,-0.181117,-0.2526675,-0.8575305,277.098,-800.5722
0,4,27.18788,-646.394,1493.031,-710.0575,3.073611,2.361006,2.16688,0.1994323,-0.4440877,0.2476499,268.029,-565.7592
0,5,15.26106,-304.7739,205.4519,1194.517,2.387532,-3.540146,1.217757,0.1695805,0.04619857,-0.4437853,150.4426,-429.5002
0,6,1.884316,136.4196,805.0623,1223.021,-3.201172,2.722091,-1.435169,-0.01169751,-0.03206235,-0.0457957,18.57653,-49.20946
0,7,19.2387,-316.3479,30.55694,-1677.897,2.989477,-3.223768,-0.6221938,0.1240827,0.03033412,0.344488,189.6626,-403.6989
0,8,15.32496,-344.7621,1151.997,663.1384,-2.877483,0.9982951,-3.231021,0.2293612,-0.4040082,-0.2513837,151.0735,-420.0418
0,9,10.76515,1648.672,-994.007,-175.2516,1.008022,0.9276211,4.223764,-0.1749425,0.1285439,0.02098643,106.127,-221.1172
0,10,6.733873,1387.12,-201.8618,844.6058,-0.9226669,-4.316326,0.4834768,-0.07321868,0.03957687,-0.1075775,66.38161,-167.2637
0,11,4.600007,1039.576,983.5969,682.5912,0.3106235,2.298914,-3.786206,-0.06333163,-0.06338535,-0.04953296,45.34881,-111.4713
0,12,12.65827,14.82056,816.067,-1737.691,-4.261889,1.141492,0.499898,-0.006704382,-0.1257513,0.1929366,124.789,-248.2682
0,13,16.88475,403.4079,-416.2597,-646.262,2.579672,-2.083532,2.953186,-0.392774,0.4585036,0.7339684,166.4593,-582.105
0,14,22.47433,-226.7858,629.5586,-65.36055,1.426729,0.07621869,-4.204225,0.8001309,-1.799365,0.2090027,221.5617,-955.4809
0,15,13.56452,187.4108,-610.3558,-1837.434,4.336725,-0.6802745,0.6684428,-0.01102686,0.0810398,0.213763,133.7243,-258.0615
0,16,18.13555,478.9141,1032.752,631.4678,0.133893,-2.360552,3.758497,-0.2528817,-0.3940596,-0.2648248,178.7842,-497.9131
0,17,6.510855,252.3496,1370.647,-659.9216,-1.576535,-1.561708,-3.846071,-0.02227719,-0.1273873,0.06066496,64.18614,-157.6126
0,18,12.02163,-455.8532,-1201.87,1155.598,-3.861093,2.093404,0.6538602,-0.007076913,0.2130613,-0.1460234,118.5207,-261.7246
0,19,11.10881,450.7073,6.190372,-1778.156,-1.175189,-4.270583,-0.3125874,-0.07277922,0.005541004,0.1901169,109.5143,-224.9404
