time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz,ke,pe
0,0,4.912319,-153.2725,-297.5078,-118.2172,5.419976,0.007952822,-7.034232,0.6625779,1.95334,0.6857074,193.6844,-1015.014
0,1,2.915311,-314.9519,278.3413,-153.8948,3.899956,-0.002916378,-7.979272,0.7554806,-0.4251075,0.2609603,114.9776,-509.4437
0,2,16.04114,114.8306,-377.1804,104.1661,-5.961264,0.006192231,6.582472,-1.666902,4.966523,-1.57085,632.5474,-2770.176
0,3,2.489216,153.7861,173.7226,432.9772,-8.369267,-0.001859558,2.970279,-0.2388123,-0.2314421,-0.6600984,98.15875,-394.5156
0,4,4.828715,-94.48915,-384.7784,174.2209,-7.808995,0.006869657,-4.228801,0.3065266,1.658581,-0.467616,190.404,-825.0989
0,5,9.893456,104.522,-449.258,-137.8828,7.080872,0.006619692,5.358085,-0.8626037,3.274582,0.2722514,390.0389,-1574.463
0,6,1.831545,-20.44921,-140.4335,474.9399,-8.871596,0.002682672,-0.3840418,0.09278585,0.2456717,-0.4890161,72.21115,-285.8939
0,7,14.73686,-109.9313,-269.1306,-370.4144,8.513928,0.003868537,-2.525932,1.049657,2.850504,3.433038,581.1284,-2425.821
0,8,4.764342,290.3847,-206.4525,257.8958,-5.897821,0.003302541,6.639031,-0.8844225,0.7867218,-0.8852484,187.8605,-793.2665
0,9,10.30167,-168.5864,234.164,118.3468,-5.103672,-0.007028616,-7.268408,2.607267,-3.620323,-2.207717,406.2836,-2252.389
0,10,19.4013,344.7887,-121.2616,61.38282,-1.558779,0.003118434,8.742801,-6.458086,3.025084,-1.16315,765.0552,-3681.06
0,11,6.874088,376.3954,-300.9609,112.1506,-2.535912,0.003701,8.510902,-1.323249,1.27205,-0.4000767,271.067,-1034.309
0,12,5.290554,-291.9682,-208.8529,65.40737,-1.940655,0.004543635,-8.666922,1.545553,1.201917,-0.5765277,208.6639,-1047.711
0,13,4.090385,169.0969,-54.00933,-446.8692,8.304364,0.0005941039,3.144974,-0.556262,0.1215057,1.037418,161.2702,-637.1749
0,14,3.910139,265.355,209.9496,184.6899,-5.075417,-0.002928904,7.289097,-1.21532,-0.572621,-0.5213929,154.237,-764.5236
0,15,13.76197,24.45872,6.300136,385.2625,-8.861856,-0.0003532646,0.5609156,0.5018901,-0.2430809,-4.009353,542.546,-2614.965
0,16,5.466532,11.82601,17.87667,-429.4545,8.876679,0.001113012,0.2473972,-0.2029932,0.3042156,1.80663,215.5362,-1003.352
0,17,7.459862,-100.756,459.7118,-12.63786,1.089721,-0.008010986,-8.812881,-0.04221572,-2.988043,0.2543779,294.1216,-1257.561
0,18,2.683995,-175.6003,234.0013,274.9397,-7.483707,-0.003901523,-4.781303,0.4433051,-0.5235835,-0.6961449,105.839,-488.1033
0,19,5.226837,-383.3182,-0.7281017,-23.87207,0.5561004,-0.001609537,-8.86066,2.143347,-0.4206395,0.8130185,205.991,-1030.706
0,20,4.099719,208.7196,6.749209,-216.3832,6.383389,0.0008927326,6.166245,-2.462482,0.1829976,0.9497213,161.4679,-926.7628
0,21,3.097767,34.2007,249.192,176.3642,-8.71695,-0.009325082,1.695087,-0.05465761,-1.444347,-0.6484554,122.1428,-704.0567
0,22,13.77639,446.0669,64.01483,200.0006,-3.635433,-0.0008185921,8.102406,-3.499435,-0.5638623,-1.622771,543.24,-2108.211
0,23,9.506086,-379.3853,-238.0154,121.8249,-2.71399,0.003242328,-8.456461,2.337614,1.541092,-1.056831,374.9081,-1527.999
0,24,5.024207,335.4696,-41.32623,215.7243,-4.80547,0.001087334,7.467734,-1.373942,0.2731497,-1.001407,198.1035,-923.9005
0,25,1.686211,-152.7898,31.90601,-100.3678,4.887286,-0.005624674,-7.415907,1.574736,-0.4742194,0.9519146,66.50525,-537.6767
0,26,14.27046,-362.478,144.6671,144.0085,-3.275501,0.0009663057,-8.255224,5.11222,0.6894815,-2.50669,562.8102,-2584.427
0,27,1.375257,-349.362,-92.78713,-57.71948,1.451122,0.001834356,-8.762177,0.5451156,0.1261356,0.0315222,54.24118,-283.102
