time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz,ke,pe
31.00281,0,39.02491,-164.0885,-427.0088,28.46535,0.08338199,0.2169857,-0.01446474,0.1070803,0.2786561,-0.01857583,1.058445,-68.02414
31.00281,1,40.21291,-1.24941,-3.25135,0.216742,-0.08091944,-0.2105774,0.01403754,-0.1070825,-0.2786616,0.0185762,1.027196,-68.02482
32.00299,0,39.02491,-164.0037,-426.7881,28.45064,0.08612873,0.2241336,-0.01494123,0.1073002,0.2792282,-0.01861397,1.129328,-68.09393
32.00299,1,40.21291,-1.331688,-3.465464,0.2310153,-0.08358511,-0.2175143,0.01449997,-0.1073024,-0.2792339,0.01861435,1.095987,-68.09464
33.02,0,39.02491,-163.9144,-426.5557,28.43515,0.08893633,0.2314398,-0.01542828,0.1075325,0.2798327,-0.01865426,1.204154,-68.1676
33.02,1,40.21291,-1.418361,-3.691014,0.246051,-0.08630981,-0.2246049,0.01497264,-0.1075348,-0.2798386,0.01865466,1.168605,-68.16833
34.00472,0,39.02491,-163.8259,-426.3254,28.4198,0.09163965,0.2384747,-0.01589724,0.1077635,0.2804338,-0.01869434,1.27847,-68.24078
34.00472,1,40.21291,-1.504257,-3.914539,0.2609516,-0.08893333,-0.2314321,0.01542776,-0.1077658,-0.2804399,0.01869475,1.240728,-68.24152
35.01284,0,39.02491,-163.7328,-426.0833,28.40366,0.09440425,0.245669,-0.01637683,0.1080071,0.2810678,-0.0187366,1.356771,-68.31788
35.01284,1,40.21291,-1.594558,-4.14953,0.2766166,-0.09161628,-0.2384139,0.01589318,-0.1080096,-0.2810742,0.01873703,1.316718,-68.31865
36.00898,0,39.02491,-163.637,-425.8339,28.38703,0.09717517,0.2528797,-0.01685752,0.1082589,0.281723,-0.01878028,1.437587,-68.39745
36.00898,1,40.21291,-1.687545,-4.391512,0.2927476,-0.09430538,-0.2454118,0.01635968,-0.1082614,-0.2817295,0.01878071,1.395149,-68.39824
37.00555,0,39.02491,-163.5384,-425.5774,28.36993,0.09995264,0.2601076,-0.01733934,0.1085188,0.2823994,-0.01882537,1.52094,-68.47952
37.00555,1,40.21291,-1.783225,-4.640501,0.3093456,-0.09700087,-0.2524263,0.01682728,-0.1085214,-0.2824062,0.01882582,1.476043,-68.48034
38.00189,0,39.02491,-163.437,-425.3135,28.35234,0.1027369,0.267353,-0.01782233,0.1087871,0.2830976,-0.01887192,1.606853,-68.56413
38.00189,1,40.21291,-1.881603,-4.896512,0.3264118,-0.09970293,-0.2594579,0.01729602,-0.1087898,-0.2831046,0.01887238,1.559421,-68.56497
39.01116,0,39.02491,-163.3329,-425.0425,28.33427,0.1055281,0.2746166,-0.01830654,0.1090638,0.2838177,-0.01891991,1.695351,-68.65126
39.01116,1,40.21291,-1.982687,-5.159563,0.3439474,-0.1024118,-0.2665071,0.01776593,-0.1090666,-0.2838249,0.0189204,1.645308,-68.65213
40.00502,0,39.02491,-163.2259,-424.7642,28.31572,0.1083265,0.281899,-0.018792,0.109349,0.2845599,-0.01896939,1.786459,-68.74097
40.00502,1,40.21291,-2.086483,-5.429674,0.3619535,-0.1051276,-0.2735745,0.01823706,-0.1093519,-0.2845673,0.01896989,1.733728,-68.74187
41.00092,0,39.02491,-163.1162,-424.4786,28.29668,0.1111324,0.2892007,-0.01927875,0.1096429,0.2853247,-0.01902038,1.880203,-68.83328
41.00092,1,40.21291,-2.192999,-5.70686,0.3804314,-0.1078506,-0.2806607,0.01870944,-0.1096458,-0.2853323,0.01902088,1.824705,-68.8342
42.00043,0,39.02491,-163.0036,-424.1856,28.27715,0.1139459,0.2965223,-0.01976682,0.1099456,0.2861123,-0.01907288,1.976609,-68.92822
42.00043,1,40.21291,-2.302242,-5.991143,0.3993822,-0.1105811,-0.2877662,0.01918311,-0.1099486,-0.2861201,0.0190734,1.918267,-68.92916
43.02,0,39.02491,-162.8859,-423.8793,28.25673,0.1168238,0.3040114,-0.02026607,0.1102634,0.2869394,-0.01912802,2.077714,-69.02779
43.02,1,40.21291,-2.416487,-6.288443,0.4192008,-0.113374,-0.2950342,0.01966762,-0.1102666,-0.2869475,0.01912856,2.016389,-69.02876
44.01324,0,39.02491,-162.77,-423.5777,28.23663,0.1195967,0.3112274,-0.02074711,0.1105777,0.2877571,-0.01918253,2.177518,-69.12607
44.01324,1,40.21291,-2.528939,-6.581072,0.4387084,-0.1160651,-0.3020373,0.02013446,-0.1105809,-0.2877654,0.01918308,2.11325,-69.12707
45.01305,0,39.02491,-162.649,-423.2627,28.21563,0.1224345,0.3186123,-0.0212394,0.1109073,0.288615,-0.01923971,2.282081,-69.22903
45.01305,1,40.21291,-2.646408,-6.886763,0.4590864,-0.1188192,-0.3092042,0.02061222,-0.1109106,-0.2886236,0.01924029,2.214728,-69.23006
46.01171,0,39.02491,-162.5251,-422.9404,28.19414,0.1252809,0.3260194,-0.02173318,0.1112462,0.289497,-0.01929851,2.389422,-69.33473
